Продукт,Калорийность,Белки,Жиры,Углеводы
        "Fats": "11 г",
        "Urglevodi": "14,7 г"
    },
    {
        "Title": "Мясо тушеное",
        "Calories": "252,3 кКал",
        "Proteins": "17,3 г",
        "Fats": "9 г",
        "Urglevodi": "27,3 г"
    },
    {
        "Title": "Мясо шпигованное",
        "Calories": "174 кКал",
        "Proteins": "17,6 г",
        "Fats": "9,2 г",
        "Urglevodi": "5,6 г"
    },
    {
        "Title": "Мясо, жаренное крупным куском",
        "Calories": "399,3 кКал",
        "Proteins": "35 г",
        "Fats": "28,8 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Мясо, жаренное крупным куском, шпигованное",
        "Calories": "391,5 кКал",
        "Proteins": "32,6 г",
        "Fats": "29 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Мясо, тушенное с луком в горшочке",
        "Calories": "293,2 кКал",
        "Proteins": "15,9 г",
        "Fats": "9,7 г",
        "Urglevodi": "37,9 г"
    },
    {
        "Title": "Овощи в молочном соусе (1-й вариант)",
        "Calories": "120,8 кКал",
        "Proteins": "5,6 г",
        "Fats": "3,7 г",
        "Urglevodi": "17,5 г"
    },
    {
        "Title": "Овощи отварные с жиром",
        "Calories": "90,5 кКал",
        "Proteins": "1,9 г",
        "Fats": "6 г",
        "Urglevodi": "7,5 г"
    },
    {
        "Title": "Овощи, припущенные в молочном или сметанном соусе",
        "Calories": "232,1 кКал",
        "Proteins": "4,7 г",
        "Fats": "17,9 г",
        "Urglevodi": "13,8 г"
    },
    {
        "Title": "Овощи, припущенные с жиром",
        "Calories": "109,2 кКал",
        "Proteins": "2,1 г",
        "Fats": "6 г",
        "Urglevodi": "12,4 г"
    },
    {
        "Title": "Овощное рагу с шампиньонами",
        "Calories": "73,2 кКал",
        "Proteins": "1,1 г",
        "Fats": "6 г",
        "Urglevodi": "3,9 г"
    },
    {
        "Title": "Оладьи из капусты с сыром",
        "Calories": "213,2 кКал",
        "Proteins": "5,6 г",
        "Fats": "19,3 г",
        "Urglevodi": "4,6 г"
    },
    {
        "Title": "Оладьи из печени",
        "Calories": "229,1 кКал",
        "Proteins": "20,2 г",
        "Fats": "14,2 г",
        "Urglevodi": "5,4 г"
    },
    {
        "Title": "Омлет из взбитых сливок",
        "Calories": "256,8 кКал",
        "Proteins": "6,4 г",
        "Fats": "14,8 г",
        "Urglevodi": "26,2 г"
    },
    {
        "Title": "Омлет натуральный",
        "Calories": "221,9 кКал",
        "Proteins": "12,2 г",
        "Fats": "18,4 г",
        "Urglevodi": "1,9 г"
    },
    {
        "Title": "Омлет натуральный",
        "Calories": "128 кКал",
        "Proteins": "8,7 г",
        "Fats": "9,2 г",
        "Urglevodi": "2,7 г"
    },
    {
        "Title": "Омлет с сыром",
        "Calories": "342 кКал",
        "Proteins": "16,3 г",
        "Fats": "29,7 г",
        "Urglevodi": "2,6 г"
    },
    {
        "Title": "Омлет, смешанный с мясными продуктами",
        "Calories": "351,4 кКал",
        "Proteins": "17,3 г",
        "Fats": "30,5 г",
        "Urglevodi": "2,1 г"
    },
    {
        "Title": "Осетрина, белуга, севрюга, сом с гарниром",
        "Calories": "132,6 кКал",
        "Proteins": "12 г",
        "Fats": "8 г",
        "Urglevodi": "3,3 г"
    },
    {
        "Title": "Острый рис с помидорами",
        "Calories": "128,4 кКал",
        "Proteins": "2,9 г",
        "Fats": "4,1 г",
        "Urglevodi": "21,2 г"
    },
    {
        "Title": "Охотничье блюдо",
        "Calories": "114,2 кКал",
        "Proteins": "4,9 г",
        "Fats": "7,9 г",
        "Urglevodi": "6,4 г"
    },
    {
        "Title": "Палочки из оленины (национальное блюдо народов Севера)",
        "Calories": "527,1 кКал",
        "Proteins": "21,8 г",
        "Fats": "47,8 г",
        "Urglevodi": "2,5 г"
    },
    {
        "Title": "Пампушки с чесноком",
        "Calories": "215,3 кКал",
        "Proteins": "5,8 г",
        "Fats": "3,9 г",
        "Urglevodi": "41,9 г"
    },
    {
        "Title": "Паста Наполитана",
        "Calories": "289,6 кКал",
        "Proteins": "4,2 г",
        "Fats": "21,5 г",
        "Urglevodi": "21 г"
    },
    {
        "Title": "Паста сырная",
        "Calories": "555,2 кКал",
        "Proteins": "14,8 г",
        "Fats": "54,2 г",
        "Urglevodi": "2,3 г"
    },
    {
        "Title": "Паштет из печени",
        "Calories": "294,5 кКал",
        "Proteins": "14 г",
        "Fats": "26 г",
        "Urglevodi": "1,1 г"
    },
    {
        "Title": "Паштет из фасоли",
        "Calories": "330,5 кКал",
        "Proteins": "13 г",
        "Fats": "20,9 г",
        "Urglevodi": "24 г"
    },
    {
        "Title": "Паштет рыбный",
        "Calories": "276,4 кКал",
        "Proteins": "20,5 г",
        "Fats": "21,5 г",
        "Urglevodi": "0,3 г"
    },
    {
        "Title": "Пельмени \"Московские\"",
        "Calories": "279 кКал",
        "Proteins": "14 г",
        "Fats": "14,6 г",
        "Urglevodi": "24,6 г"
    },
    {
        "Title": "Пельмени из говядины и свинины",
        "Calories": "276,9 кКал",
        "Proteins": "13,4 г",
        "Fats": "12 г",
        "Urglevodi": "30,7 г"
    },
    {
        "Title": "Пельмени мясные",
        "Calories": "245 кКал",
        "Proteins": "15,5 г",
        "Fats": "8 г",
        "Urglevodi": "29,7 г"
    },
    {
        "Title": "Пельмени по-мордовски",
        "Calories": "249,3 кКал",
        "Proteins": "8,9 г",
        "Fats": "14,2 г",
        "Urglevodi": "23 г"
    },
    {
        "Title": "Пельмени рыбные (полуфабрикат)",
        "Calories": "209,2 кКал",
        "Proteins": "14,9 г",
        "Fats": "6,7 г",
        "Urglevodi": "23,9 г"
    },
    {
        "Title": "Пельмени рыбные, запеченные в горшочке",
        "Calories": "377,5 кКал",
        "Proteins": "20,9 г",
        "Fats": "20,2 г",
        "Urglevodi": "29,9 г"
    },
    {
        "Title": "Пельмени со свининой и свежей капустой",
        "Calories": "268,5 кКал",
        "Proteins": "10,2 г",
        "Fats": "12,9 г",
        "Urglevodi": "29,7 г"
    },
    {
        "Title": "Пельмени старорусские с субпродуктами",
        "Calories": "265,2 кКал",
        "Proteins": "15,1 г",
        "Fats": "13,7 г",
        "Urglevodi": "21,8 г"
    },
    {
        "Title": "Пельмени, запеченные в сметане",
        "Calories": "616,6 кКал",
        "Proteins": "25,7 г",
        "Fats": "40 г",
        "Urglevodi": "41,1 г"
    },
    {
        "Title": "Перец с грибами",
        "Calories": "73,4 кКал",
        "Proteins": "2,1 г",
        "Fats": "5,7 г",
        "Urglevodi": "3,5 г"
    },
    {
        "Title": "Перец, фаршированный брынзой или сыром с яйцом (карачаево-черкесское национальное блюдо)",
        "Calories": "175,2 кКал",
        "Proteins": "8,4 г",
        "Fats": "14,3 г",
        "Urglevodi": "3,4 г"
    },
    {
        "Title": "Перец, фаршированный овощами и рисом",
        "Calories": "131,8 кКал",
        "Proteins": "2,7 г",
        "Fats": "8,9 г",
        "Urglevodi": "11 г"
    },
    {
        "Title": "Печенка в сметане",
        "Calories": "184,7 кКал",
        "Proteins": "8,9 г",
        "Fats": "14,6 г",
        "Urglevodi": "4,7 г"
    },
    {
        "Title": "Печеночный паштет",
        "Calories": "306,7 кКал",
        "Proteins": "7,3 г",
        "Fats": "22,2 г",
        "Urglevodi": "20,7 г"
    },
    {
        "Title": "Печень в сметанном соусе",
        "Calories": "112,2 кКал",
        "Proteins": "4,1 г",
        "Fats": "9 г",
        "Urglevodi": "4,1 г"
    },
    {
        "Title": "Печень по Берлински",
        "Calories": "118,2 кКал",
        "Proteins": "8,1 г",
        "Fats": "6,4 г",
        "Urglevodi": "7,6 г"
    },
    {
        "Title": "Печень по Южноамерикански",
        "Calories": "139,8 кКал",
        "Proteins": "14,2 г",
        "Fats": "9,2 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Печень по-деревенски (печень, запеченная в яйце, - татарское национальное блюдо)",
        "Calories": "182 кКал",
        "Proteins": "16,5 г",
        "Fats": "11 г",
        "Urglevodi": "4,6 г"
    },
    {
        "Title": "Печень по-строгановски",
        "Calories": "347 кКал",
        "Proteins": "16,3 г",
        "Fats": "29,1 г",
        "Urglevodi": "5,3 г"
    },
    {
        "Title": "Печень по-строгановски",
        "Calories": "211,8 кКал",
        "Proteins": "6 г",
        "Fats": "19 г",
        "Urglevodi": "4,4 г"
    },
    {
        "Title": "Печень по-шадрински",
        "Calories": "84,8 кКал",
        "Proteins": "11 г",
        "Fats": "2,6 г",
        "Urglevodi": "4,7 г"
    },
    {
        "Title": "Печень с грибами",
        "Calories": "251,3 кКал",
        "Proteins": "21,6 г",
        "Fats": "17,3 г",
        "Urglevodi": "2,5 г"
    },
    {
        "Title": "Печень, жаренная с жиром или луком",
        "Calories": "300,3 кКал",
        "Proteins": "23,7 г",
        "Fats": "21,2 г",
        "Urglevodi": "3,9 г"
    },
    {
        "Title": "Печень, тушенная в соусе",
        "Calories": "362,4 кКал",
        "Proteins": "12,3 г",
        "Fats": "18,2 г",
        "Urglevodi": "39,8 г"
    },
    {
        "Title": "Печенье \"Платочки\"",
        "Calories": "302,2 кКал",
        "Proteins": "8,9 г",
        "Fats": "19,5 г",
        "Urglevodi": "24,2 г"
    },
    {
        "Title": "Поджарка",
        "Calories": "357,6 кКал",
        "Proteins": "26,1 г",
        "Fats": "26,1 г",
        "Urglevodi": "4,9 г"
    },
    {
        "Title": "Поджарка из рыбы",
        "Calories": "276,4 кКал",
        "Proteins": "15,2 г",
        "Fats": "20 г",
        "Urglevodi": "9,5 г"
    },
    {
        "Title": "Помидоры жареные",
        "Calories": "55,6 кКал",
        "Proteins": "0,8 г",
        "Fats": "4,2 г",
        "Urglevodi": "4 г"
    },
    {
        "Title": "Помидоры, фаршированные грибами",
        "Calories": "58 кКал",
        "Proteins": "1,6 г",
        "Fats": "4,1 г",
        "Urglevodi": "3,9 г"
    },
    {
        "Title": "Помидоры, фаршированные овощами и рисом",
        "Calories": "118 кКал",
        "Proteins": "2,3 г",
        "Fats": "7,6 г",
        "Urglevodi": "10,8 г"
    },
    {
        "Title": "Помидоры, фаршированные творогом",
        "Calories": "91,5 кКал",
        "Proteins": "5,4 г",
        "Fats": "6,1 г",
        "Urglevodi": "4,1 г"
    },
    {
        "Title": "Помидоры, фаршированные яйцом и луком",
        "Calories": "95,4 кКал",
        "Proteins": "3,1 г",
        "Fats": "7,7 г",
        "Urglevodi": "3,8 г"
    },
    {
        "Title": "Поросенок отварной с хреном",
        "Calories": "194,8 кКал",
        "Proteins": "20,5 г",
        "Fats": "8,6 г",
        "Urglevodi": "9,5 г"
    },
    {
        "Title": "Поросенок фаршированный",
        "Calories": "120,3 кКал",
        "Proteins": "16,5 г",
        "Fats": "5,7 г",
        "Urglevodi": "0,6 г"
    },
    {
        "Title": "Почки жареные с помидорами или лимонным соком",
        "Calories": "237,9 кКал",
        "Proteins": "19,8 г",
        "Fats": "15,6 г",
        "Urglevodi": "4,8 г"
    },
    {
        "Title": "Почки по-русски",
        "Calories": "116,4 кКал",
        "Proteins": "8,7 г",
        "Fats": "5,3 г",
        "Urglevodi": "9,1 г"
    },
    {
        "Title": "Почки с грибами в соусе красном с вином",
        "Calories": "154,7 кКал",
        "Proteins": "12,8 г",
        "Fats": "9,8 г",
        "Urglevodi": "4,1 г"
    },
    {
        "Title": "Птица или дичь под паровым соусом с грибами и рисом",
        "Calories": "322 кКал",
        "Proteins": "14,4 г",
        "Fats": "15,4 г",
        "Urglevodi": "33,5 г"
    },
    {
        "Title": "Птица или кролик жареные",
        "Calories": "508,3 кКал",
        "Proteins": "31,2 г",
        "Fats": "42 г",
        "Urglevodi": "1,3 г"
    },
    {
        "Title": "Птица или кролик, тушенные в соусе",
        "Calories": "265,5 кКал",
        "Proteins": "17,5 г",
        "Fats": "19,1 г",
        "Urglevodi": "6,2 г"
    },
    {
        "Title": "Птица, дичь или кролик отварные с гарниром",
        "Calories": "335,8 кКал",
        "Proteins": "16 г",
        "Fats": "13,7 г",
        "Urglevodi": "39,6 г"
    },
    {
        "Title": "Птица, дичь или кролик по-столичному",
        "Calories": "396,2 кКал",
        "Proteins": "22,9 г",
        "Fats": "21,2 г",
        "Urglevodi": "30,3 г"
    },
    {
        "Title": "Рагу из баранины или свинины",
        "Calories": "225,6 кКал",
        "Proteins": "11,2 г",
        "Fats": "13,3 г",
        "Urglevodi": "16,2 г"
    },
    {
        "Title": "Рагу из грибов с яйцами",
        "Calories": "87,8 кКал",
        "Proteins": "7,3 г",
        "Fats": "4,4 г",
        "Urglevodi": "5,1 г"
    },
    {
        "Title": "Рагу из овощей",
        "Calories": "147,2 кКал",
        "Proteins": "4,5 г",
        "Fats": "7,9 г",
        "Urglevodi": "15,4 г"
    },
    {
        "Title": "Рагу из овощей",
        "Calories": "57,3 кКал",
        "Proteins": "1,2 г",
        "Fats": "3 г",
        "Urglevodi": "6,9 г"
    },
    {
        "Title": "Рагу из птицы, дичи, кролика или субпродуктов",
        "Calories": "246,2 кКал",
        "Proteins": "14,1 г",
        "Fats": "16,4 г",
        "Urglevodi": "11,2 г"
    },
    {
        "Title": "Рагу овощное (1-й вариант)",
        "Calories": "125,9 кКал",
        "Proteins": "4,7 г",
        "Fats": "5,2 г",
        "Urglevodi": "16,1 г"
    },
    {
        "Title": "Рагу овощное (2-й вариант)",
        "Calories": "107,7 кКал",
        "Proteins": "3 г",
        "Fats": "5,3 г",
        "Urglevodi": "12,7 г"
    },
    {
        "Title": "Репа или кабачки, фаршированные овощами и рисом",
        "Calories": "157,8 кКал",
        "Proteins": "4,8 г",
        "Fats": "10,2 г",
        "Urglevodi": "12,6 г"
    },
    {
        "Title": "Репа, фаршированная грибами",
        "Calories": "189,9 кКал",
        "Proteins": "5 г",
        "Fats": "13,1 г",
        "Urglevodi": "13,8 г"
    },
    {
        "Title": "Рис в капустных листьях с мясным фаршем",
        "Calories": "38,4 кКал",
        "Proteins": "1,4 г",
        "Fats": "1,1 г",
        "Urglevodi": "6,2 г"
    },
    {
        "Title": "Рис запеченый",
        "Calories": "361,2 кКал",
        "Proteins": "10,9 г",
        "Fats": "23,5 г",
        "Urglevodi": "28,3 г"
    },
    {
        "Title": "Рис припущенный",
        "Calories": "163,6 кКал",
        "Proteins": "5,7 г",
        "Fats": "6,1 г",
        "Urglevodi": "22,9 г"
    },
    {
        "Title": "Рис припущенный с томатом",
        "Calories": "208,4 кКал",
        "Proteins": "8,3 г",
        "Fats": "7,7 г",
        "Urglevodi": "28,3 г"
    },
    {
        "Title": "Ромштекс",
        "Calories": "395,3 кКал",
        "Proteins": "26,9 г",
        "Fats": "27,4 г",
        "Urglevodi": "11,1 г"
    },
    {
        "Title": "Ромштексы",
        "Calories": "212,8 кКал",
        "Proteins": "13,2 г",
        "Fats": "17,7 г",
        "Urglevodi": "0,2 г"
    },
    {
        "Title": "Рулет из баранины по-башкирски",
        "Calories": "190,5 кКал",
        "Proteins": "14,5 г",
        "Fats": "11,4 г",
        "Urglevodi": "7,9 г"
    },
    {
        "Title": "Рулет из говядины",
        "Calories": "387,3 кКал",
        "Proteins": "32,5 г",
        "Fats": "28,1 г",
        "Urglevodi": "1,3 г"
    },
    {
        "Title": "Рулет из курицы со свининой и черносливом",
        "Calories": "281 кКал",
        "Proteins": "18,5 г",
        "Fats": "19,6 г",
        "Urglevodi": "8,2 г"
    },
    {
        "Title": "Рулет из печени с яблоками",
        "Calories": "124,3 кКал",
        "Proteins": "6,2 г",
        "Fats": "9,8 г",
        "Urglevodi": "3,1 г"
    },
    {
        "Title": "Рулет из рыбы",
        "Calories": "159,6 кКал",
        "Proteins": "10,6 г",
        "Fats": "7,4 г",
        "Urglevodi": "13,5 г"
    },
    {
        "Title": "Рулет или запеканка  картофельные с овощами или овощами и грибами",
        "Calories": "128,8 кКал",
        "Proteins": "4,3 г",
        "Fats": "6,1 г",
        "Urglevodi": "15,2 г"
    },
    {
        "Title": "Рулет мясной с черносливом",
        "Calories": "202,9 кКал",
        "Proteins": "13,2 г",
        "Fats": "13,7 г",
        "Urglevodi": "7,3 г"
    },
    {
        "Title": "Рулет с луком и яйцом",
        "Calories": "255,5 кКал",
        "Proteins": "17,8 г",
        "Fats": "16,5 г",
        "Urglevodi": "9,5 г"
    },
    {
        "Title": "Рулет с макаронами или яйцом",
        "Calories": "287,1 кКал",
        "Proteins": "16,2 г",
        "Fats": "13,9 г",
        "Urglevodi": "26 г"
    },
    {
        "Title": "Рулет яичный с морковью",
        "Calories": "198,6 кКал",
        "Proteins": "9,9 г",
        "Fats": "15,7 г",
        "Urglevodi": "4,7 г"
    },
    {
        "Title": "Рулетики куриные",
        "Calories": "142 кКал",
        "Proteins": "17,1 г",
        "Fats": "7,9 г",
        "Urglevodi": "0,7 г"
    },
    {
        "Title": "Рулетики мясные, фаршированные капустой, по-домашнему",
        "Calories": "460,4 кКал",
        "Proteins": "16 г",
        "Fats": "40,5 г",
        "Urglevodi": "8,7 г"
    },
    {
        "Title": "Рыба \"Аппетитная\" (рыба, запеченная с капустой и луком)",
        "Calories": "248,4 кКал",
        "Proteins": "12,8 г",
        "Fats": "19 г",
        "Urglevodi": "6,9 г"
    },
    {
        "Title": "Рыба \"Сюрприз\" (окунь)",
        "Calories": "115,7 кКал",
        "Proteins": "9,3 г",
        "Fats": "8,2 г",
        "Urglevodi": "1,2 г"
    },
    {
        "Title": "Рыба (непластованная кусками) отварная",
        "Calories": "178,5 кКал",
        "Proteins": "15,1 г",
        "Fats": "8,7 г",
        "Urglevodi": "10,5 г"
    },
    {
        "Title": "Рыба (непластованная кусками) припущенная",
        "Calories": "186,2 кКал",
        "Proteins": "12,9 г",
        "Fats": "12,1 г",
        "Urglevodi": "6,9 г"
    },
    {
        "Title": "Рыба (семейства осетровых) жареная",
        "Calories": "242,2 кКал",
        "Proteins": "16 г",
        "Fats": "16,7 г",
        "Urglevodi": "7,5 г"
    },
    {
        "Title": "Рыба (семейства осетровых) отварная",
        "Calories": "202,2 кКал",
        "Proteins": "13,3 г",
        "Fats": "13,7 г",
        "Urglevodi": "7 г"
    },
    {
        "Title": "Рыба (семейства осетровых) припущенная",
        "Calories": "193,8 кКал",
        "Proteins": "13,4 г",
        "Fats": "13 г",
        "Urglevodi": "6,2 г"
    },
    {
        "Title": "Рыба (филе) отварная",
        "Calories": "165 кКал",
        "Proteins": "19,6 г",
        "Fats": "6 г",
        "Urglevodi": "8,8 г"
    },
    {
        "Title": "Рыба (филе) припущенная",
        "Calories": "145,9 кКал",
        "Proteins": "13,8 г",
        "Fats": "7,5 г",
        "Urglevodi": "6,3 г"
    },
    {
        "Title": "Рыба в тесте, жареная",
        "Calories": "227 кКал",
        "Proteins": "15,4 г",
        "Fats": "12,3 г",
        "Urglevodi": "14,7 г"
    },
    {
        "Title": "Рыба в яблочном соусе",
        "Calories": "86,7 кКал",
        "Proteins": "5,9 г",
        "Fats": "4,8 г",
        "Urglevodi": "5,2 г"
    },
    {
        "Title": "Рыба жареная",
        "Calories": "207,8 кКал",
        "Proteins": "16,6 г",
        "Fats": "11,3 г",
        "Urglevodi": "10,6 г"
    },
    {
        "Title": "Рыба заливная с гарниром",
        "Calories": "200,7 кКал",
        "Proteins": "20,1 г",
        "Fats": "11,3 г",
        "Urglevodi": "4,9 г"
    },
    {
        "Title": "Рыба по-волжски (рыба маринованная, жареная)",
        "Calories": "264,8 кКал",
        "Proteins": "24,8 г",
        "Fats": "14,7 г",
        "Urglevodi": "8,8 г"
    },
    {
        "Title": "Рыба по-русски",
        "Calories": "190,6 кКал",
        "Proteins": "14,5 г",
        "Fats": "11,6 г",
        "Urglevodi": "7,5 г"
    },
    {
        "Title": "Рыба по-старорусски в горшочке",
        "Calories": "152,3 кКал",
        "Proteins": "4,5 г",
        "Fats": "13,4 г",
        "Urglevodi": "3,7 г"
    },
    {
        "Title": "Рыба под майонезом",
        "Calories": "191,8 кКал",
        "Proteins": "10,6 г",
        "Fats": "16,1 г",
        "Urglevodi": "1,1 г"
    },
    {
        "Title": "Рыба под майонезом",
        "Calories": "258,8 кКал",
        "Proteins": "12 г",
        "Fats": "22,4 г",
        "Urglevodi": "2,4 г"
    },
    {
        "Title": "Рыба под маринадом",
        "Calories": "6,2 кКал",
        "Proteins": "0,3 г",
        "Fats": "0,3 г",
        "Urglevodi": "0,5 г"
    },
    {
        "Title": "Рыба припущенная с соусом белое вино",
        "Calories": "172,6 кКал",
        "Proteins": "15 г",
        "Fats": "8,6 г",
        "Urglevodi": "9,4 г"
    },
    {
        "Title": "Рыба, жаренная во фритюре",
        "Calories": "245,2 кКал",
        "Proteins": "12,5 г",
        "Fats": "15,7 г",
        "Urglevodi": "14,3 г"
    },
    {
        "Title": "Рыба, жаренная с луком по-ленинградски",
        "Calories": "220 кКал",
        "Proteins": "12 г",
        "Fats": "14,1 г",
        "Urglevodi": "12,1 г"
    },
    {
        "Title": "Рыба, запеченная в соусе с грибами",
        "Calories": "366,4 кКал",
        "Proteins": "25,6 г",
        "Fats": "27,7 г",
        "Urglevodi": "4 г"
    },
    {
        "Title": "Рыба, запеченная под молочным соусом",
        "Calories": "173,8 кКал",
        "Proteins": "9,1 г",
        "Fats": "10,1 г",
        "Urglevodi": "12,3 г"
    },
    {
        "Title": "Рыба, запеченная с картофелем по-русски",
        "Calories": "193,8 кКал",
        "Proteins": "13,5 г",
        "Fats": "11,9 г",
        "Urglevodi": "8,7 г"
    },
    {
        "Title": "Рыба, печеная со шпиком",
        "Calories": "97,5 кКал",
        "Proteins": "11,2 г",
        "Fats": "2,8 г",
        "Urglevodi": "7,3 г"
    },
    {
        "Title": "Рыба, тушенная в томате с овощами",
        "Calories": "122,7 кКал",
        "Proteins": "14,4 г",
        "Fats": "3,7 г",
        "Urglevodi": "8,5 г"
    },
    {
        "Title": "Рыбная запеканка",
        "Calories": "164 кКал",
        "Proteins": "9,7 г",
        "Fats": "11,8 г",
        "Urglevodi": "4,9 г"
    },
    {
        "Title": "Рыбно-картофельные котлеты",
        "Calories": "130,2 кКал",
        "Proteins": "6,7 г",
        "Fats": "9,9 г",
        "Urglevodi": "3,8 г"
    },
    {
        "Title": "Рыбные котлеты",
        "Calories": "241,6 кКал",
        "Proteins": "7,9 г",
        "Fats": "12,3 г",
        "Urglevodi": "26,4 г"
    },
    {
        "Title": "Рыбные котлеты",
        "Calories": "112,8 кКал",
        "Proteins": "11,8 г",
        "Fats": "6,1 г",
        "Urglevodi": "2,7 г"
    },
    {
        "Title": "Рыбные рулеты с овощами",
        "Calories": "122,3 кКал",
        "Proteins": "6,8 г",
        "Fats": "8,5 г",
        "Urglevodi": "4,9 г"
    },
    {
        "Title": "Рыбный шницель",
        "Calories": "215,2 кКал",
        "Proteins": "12,8 г",
        "Fats": "15,5 г",
        "Urglevodi": "6,5 г"
    },
    {
        "Title": "Салака в молоке",
        "Calories": "143 кКал",
        "Proteins": "6,2 г",
        "Fats": "11,8 г",
        "Urglevodi": "3,1 г"
    },
    {
        "Title": "Салака в чесночном соусе",
        "Calories": "32,7 кКал",
        "Proteins": "2,4 г",
        "Fats": "2,1 г",
        "Urglevodi": "1,1 г"
    },
    {
        "Title": "Салака, запеченная с рисом и капустой",
        "Calories": "43 кКал",
        "Proteins": "2,6 г",
        "Fats": "1,7 г",
        "Urglevodi": "4,6 г"
    },
    {
        "Title": "Сациви из курицы или индейки (птица в ореховом соусе - грузинское национальное блюдо)",
        "Calories": "312,8 кКал",
        "Proteins": "20,4 г",
        "Fats": "19,4 г",
        "Urglevodi": "15,1 г"
    },
    {
        "Title": "Свекла тушеная",
        "Calories": "106,3 кКал",
        "Proteins": "2,7 г",
        "Fats": "5,5 г",
        "Urglevodi": "12,2 г"
    },
    {
        "Title": "Свекла тушеная в сметане или соусе",
        "Calories": "144,3 кКал",
        "Proteins": "2,3 г",
        "Fats": "10,6 г",
        "Urglevodi": "10,7 г"
    },
    {
        "Title": "Свекла тушеная с яблоками",
        "Calories": "166,1 кКал",
        "Proteins": "2 г",
        "Fats": "11,8 г",
        "Urglevodi": "13,9 г"
    },
    {
        "Title": "Свекла, тушенная в сметанном соусе",
        "Calories": "174,8 кКал",
        "Proteins": "2,6 г",
        "Fats": "12,7 г",
        "Urglevodi": "13,3 г"
    },
    {
        "Title": "Свекла, фаршированная творогом и изюмом",
        "Calories": "177,9 кКал",
        "Proteins": "6,2 г",
        "Fats": "11,5 г",
        "Urglevodi": "13,2 г"
    },
    {
        "Title": "Свела, тушенная с яблоками",
        "Calories": "46,5 кКал",
        "Proteins": "0,4 г",
        "Fats": "4 г",
        "Urglevodi": "2,5 г"
    },
    {
        "Title": "Свинина на сковороде по-зауральски",
        "Calories": "155,2 кКал",
        "Proteins": "8 г",
        "Fats": "11,5 г",
        "Urglevodi": "5,1 г"
    },
    {
        "Title": "Свинина по-китайски",
        "Calories": "303,9 кКал",
        "Proteins": "9,2 г",
        "Fats": "23,3 г",
        "Urglevodi": "15,3 г"
    },
    {
        "Title": "Свинина с капустой и клецками",
        "Calories": "139 кКал",
        "Proteins": "4,6 г",
        "Fats": "9,9 г",
        "Urglevodi": "8,5 г"
    },
    {
        "Title": "Свинина, жаренная в тесте",
        "Calories": "319,1 кКал",
        "Proteins": "10,9 г",
        "Fats": "25,2 г",
        "Urglevodi": "13 г"
    },
    {
        "Title": "Свинина, запеченная в тесте",
        "Calories": "322,9 кКал",
        "Proteins": "13,1 г",
        "Fats": "27,7 г",
        "Urglevodi": "5,6 г"
    },
    {
        "Title": "Свинина, тушенная с капустой",
        "Calories": "128,5 кКал",
        "Proteins": "4 г",
        "Fats": "11,7 г",
        "Urglevodi": "2 г"
    },
    {
        "Title": "Свиные рулетики",
        "Calories": "260,4 кКал",
        "Proteins": "10,2 г",
        "Fats": "21,9 г",
        "Urglevodi": "6,1 г"
    },
    {
        "Title": "Сельдерей с картофелем",
        "Calories": "130,2 кКал",
        "Proteins": "1,3 г",
        "Fats": "9,6 г",
        "Urglevodi": "10,3 г"
    },
    {
        "Title": "Сельдерей с морковью",
        "Calories": "163,9 кКал",
        "Proteins": "1,4 г",
        "Fats": "13,8 г",
        "Urglevodi": "9,1 г"
    },
    {
        "Title": "Сельдерей с яблоками",
        "Calories": "131,9 кКал",
        "Proteins": "2 г",
        "Fats": "8,8 г",
        "Urglevodi": "11,9 г"
    },
    {
        "Title": "Сельдерей со сливами",
        "Calories": "171,8 кКал",
        "Proteins": "2,9 г",
        "Fats": "9,3 г",
        "Urglevodi": "20,4 г"
    },
    {
        "Title": "Сельдерей со стручковой фасолью",
        "Calories": "120 кКал",
        "Proteins": "1,6 г",
        "Fats": "9,6 г",
        "Urglevodi": "7,3 г"
    },
    {
        "Title": "Сельдерей, жаренный с яйцом",
        "Calories": "81,2 кКал",
        "Proteins": "3,2 г",
        "Fats": "4,6 г",
        "Urglevodi": "7,3 г"
    },
    {
        "Title": "Сельдь в сметане",
        "Calories": "182,6 кКал",
        "Proteins": "11 г",
        "Fats": "12,9 г",
        "Urglevodi": "5,9 г"
    },
    {
        "Title": "Сельдь жареная по-датски",
        "Calories": "183,7 кКал",
        "Proteins": "11,1 г",
        "Fats": "12,8 г",
        "Urglevodi": "6,3 г"
    },
    {
        "Title": "Сельдь по-московски с яблоками и луком",
        "Calories": "235,3 кКал",
        "Proteins": "12,4 г",
        "Fats": "18,6 г",
        "Urglevodi": "4,8 г"
    },
    {
        "Title": "Сельдь рубленая",
        "Calories": "289,3 кКал",
        "Proteins": "14,1 г",
        "Fats": "22,8 г",
        "Urglevodi": "7,5 г"
    },
    {
        "Title": "Сельдь рубленая с орехами",
        "Calories": "387,7 кКал",
        "Proteins": "20 г",
        "Fats": "23,2 г",
        "Urglevodi": "26,2 г"
    },
    {
        "Title": "Сельдь с гарниром",
        "Calories": "94,4 кКал",
        "Proteins": "6,7 г",
        "Fats": "3,6 г",
