Продукт,Калорийность,Белки,Жиры,Углеводы
        "Fats": "24 г",
        "Urglevodi": "66 г"
    },
    {
        "Title": "Вафельные Рулетики со Сгущенкой [Яшкино]",
        "Calories": "510 кКал",
        "Proteins": "5 г",
        "Fats": "25,2 г",
        "Urglevodi": "66,2 г"
    },
    {
        "Title": "Вафельные Трубочки [Яшкино]",
        "Calories": "482 кКал",
        "Proteins": "7 г",
        "Fats": "23,7 г",
        "Urglevodi": "71,7 г"
    },
    {
        "Title": "Вафельные Трубочки Лесной Орех [Яшкино]",
        "Calories": "500 кКал",
        "Proteins": "8 г",
        "Fats": "23 г",
        "Urglevodi": "64 г"
    },
    {
        "Title": "Вафельные Трубочки Ореховые [Яшкино]",
        "Calories": "520 кКал",
        "Proteins": "6 г",
        "Fats": "24 г",
        "Urglevodi": "69 г"
    },
    {
        "Title": "Вафельные Трубочки со Вкусом Сгущенного Молока [Яшкино]",
        "Calories": "500 кКал",
        "Proteins": "7 г",
        "Fats": "22 г",
        "Urglevodi": "68 г"
    },
    {
        "Title": "Вафельный Сэндвич [Яшкино]",
        "Calories": "500 кКал",
        "Proteins": "5,5 г",
        "Fats": "27 г",
        "Urglevodi": "58 г"
    },
    {
        "Title": "Вафли \"Яшкинская Белочка\" [Яшкино]",
        "Calories": "470 кКал",
        "Proteins": "6 г",
        "Fats": "25 г",
        "Urglevodi": "56 г"
    },
    {
        "Title": "Вафли Impulse [Яшкино]",
        "Calories": "460 кКал",
        "Proteins": "3,6 г",
        "Fats": "25 г",
        "Urglevodi": "55 г"
    },
    {
        "Title": "Вафли Белочка [Яшкино]",
        "Calories": "510 кКал",
        "Proteins": "7 г",
        "Fats": "28 г",
        "Urglevodi": "60 г"
    },
    {
        "Title": "Вафли в Шоколаде [Яшкино]",
        "Calories": "530 кКал",
        "Proteins": "5 г",
        "Fats": "31 г",
        "Urglevodi": "57 г"
    },
    {
        "Title": "Вафли Вафельный Сэндвич [Яшкино]",
        "Calories": "480 кКал",
        "Proteins": "5,5 г",
        "Fats": "26 г",
        "Urglevodi": "55 г"
    },
    {
        "Title": "Вафли Глазированные [Яшкино]",
        "Calories": "490 кКал",
        "Proteins": "5 г",
        "Fats": "29 г",
        "Urglevodi": "53 г"
    },
    {
        "Title": "Вафли Глазированные в Карамели [Яшкино]",
        "Calories": "450 кКал",
        "Proteins": "6 г",
        "Fats": "24 г",
        "Urglevodi": "54 г"
    },
    {
        "Title": "Вафли Глазированные с Орешками [Яшкино]",
        "Calories": "500 кКал",
        "Proteins": "5,5 г",
        "Fats": "30 г",
        "Urglevodi": "51 г"
    },
    {
        "Title": "Вафли Голландские [Яшкино]",
        "Calories": "430 кКал",
        "Proteins": "5,5 г",
        "Fats": "15 г",
        "Urglevodi": "67 г"
    },
    {
        "Title": "Вафли Голландские с Карамельной Начинкой [Яшкино]",
        "Calories": "430 кКал",
        "Proteins": "5,5 г",
        "Fats": "15 г",
        "Urglevodi": "67 г"
    },
    {
        "Title": "Вафли Голландские с Карамелью [Яшкино]",
        "Calories": "449 кКал",
        "Proteins": "6 г",
        "Fats": "15,5 г",
        "Urglevodi": "61,6 г"
    },
    {
        "Title": "Вафли Голландские с Начинкой из Вареной Сгущенки [Яшкино]",
        "Calories": "430 кКал",
        "Proteins": "6 г",
        "Fats": "16 г",
        "Urglevodi": "66 г"
    },
    {
        "Title": "Вафли Голландские со Сгущенкой [Яшкино]",
        "Calories": "437 кКал",
        "Proteins": "6,7 г",
        "Fats": "16,4 г",
        "Urglevodi": "65,3 г"
    },
    {
        "Title": "Вафли Зебра [Яшкино]",
        "Calories": "520 кКал",
        "Proteins": "5 г",
        "Fats": "27 г",
        "Urglevodi": "63 г"
    },
    {
        "Title": "Вафли Капуччино [Яшкино]",
        "Calories": "515 кКал",
        "Proteins": "4,9 г",
        "Fats": "27,6 г",
        "Urglevodi": "60,1 г"
    },
    {
        "Title": "Вафли Месье Шоколатье [Яшкино]",
        "Calories": "510 кКал",
        "Proteins": "5,5 г",
        "Fats": "28 г",
        "Urglevodi": "58 г"
    },
    {
        "Title": "Вафли Ореховые [Яшкино]",
        "Calories": "480 кКал",
        "Proteins": "6 г",
        "Fats": "25 г",
        "Urglevodi": "57 г"
    },
    {
        "Title": "Вафли с Варёной Сгущёнкой [Яшкино]",
        "Calories": "480 кКал",
        "Proteins": "5 г",
        "Fats": "24 г",
        "Urglevodi": "60 г"
    },
    {
        "Title": "Вафли с Карамельной Начинкой [Яшкино]",
        "Calories": "430 кКал",
        "Proteins": "6 г",
        "Fats": "15,2 г",
        "Urglevodi": "67,9 г"
    },
    {
        "Title": "Вафли с Карамелью Глазированные [Яшкино]",
        "Calories": "450 кКал",
        "Proteins": "4,5 г",
        "Fats": "24 г",
        "Urglevodi": "56 г"
    },
    {
        "Title": "Вафли с Мягкой Карамелью [Яшкино]",
        "Calories": "460 кКал",
        "Proteins": "3,6 г",
        "Fats": "25 г",
        "Urglevodi": "55 г"
    },
    {
        "Title": "Вафли с Мягкой Карамелью Глазированные Шоколадом [Яшкино]",
        "Calories": "450 кКал",
        "Proteins": "6 г",
        "Fats": "24 г",
        "Urglevodi": "54 г"
    },
    {
        "Title": "Вафли с Мягкой Карамелью, Арахисом и Изюмом [Яшкино]",
        "Calories": "460 кКал",
        "Proteins": "6,5 г",
        "Fats": "26 г",
        "Urglevodi": "49 г"
    },
    {
        "Title": "Вафли с Пористым Шоколадом [Яшкино]",
        "Calories": "555 кКал",
        "Proteins": "5,4 г",
        "Fats": "31,8 г",
        "Urglevodi": "61,7 г"
    },
    {
        "Title": "Вафли с Халвой [Яшкино]",
        "Calories": "500 кКал",
        "Proteins": "7,5 г",
        "Fats": "26 г",
        "Urglevodi": "60 г"
    },
    {
        "Title": "Вафли со Вкусом Лимона [Яшкино]",
        "Calories": "550 кКал",
        "Proteins": "5 г",
        "Fats": "31 г",
        "Urglevodi": "63 г"
    },
    {
        "Title": "Вафли со Сгущенкой [Яшкино]",
        "Calories": "510 кКал",
        "Proteins": "5 г",
        "Fats": "26 г",
        "Urglevodi": "63 г"
    },
    {
        "Title": "Вафли со Сливочным Вкусом [Яшкино]",
        "Calories": "480 кКал",
        "Proteins": "4,5 г",
        "Fats": "26 г",
        "Urglevodi": "58 г"
    },
    {
        "Title": "Вафли Топ-Топ [Яшкино]",
        "Calories": "510 кКал",
        "Proteins": "6,5 г",
        "Fats": "27 г",
        "Urglevodi": "61 г"
    },
    {
        "Title": "Вафли Хрустящие Шоколадные [Яшкино]",
        "Calories": "540 кКал",
        "Proteins": "6 г",
        "Fats": "29 г",
        "Urglevodi": "63 г"
    },
    {
        "Title": "Вафли Шоколадные [Яшкино]",
        "Calories": "480 кКал",
        "Proteins": "5,5 г",
        "Fats": "26 г",
        "Urglevodi": "55 г"
    },
    {
        "Title": "Вафли Шоколайт [Яшкино]",
        "Calories": "510 кКал",
        "Proteins": "5,5 г",
        "Fats": "27 г",
        "Urglevodi": "60 г"
    },
    {
        "Title": "Вафли Южная Страна [Яшкино]",
        "Calories": "510 кКал",
        "Proteins": "5,5 г",
        "Fats": "28 г",
        "Urglevodi": "61 г"
    },
    {
        "Title": "Венские Мягкие Вафли с Вишневым Джемом [Яшкино]",
        "Calories": "390 кКал",
        "Proteins": "4,7 г",
        "Fats": "15 г",
        "Urglevodi": "60 г"
    },
    {
        "Title": "Венские Мягкие Вафли с Кремом Вареная Сгущенка [Яшкино]",
        "Calories": "400 кКал",
        "Proteins": "5,9 г",
        "Fats": "20 г",
        "Urglevodi": "50 г"
    },
    {
        "Title": "Версаль [Яшкино]",
        "Calories": "410 кКал",
        "Proteins": "1,5 г",
        "Fats": "11 г",
        "Urglevodi": "77 г"
    },
    {
        "Title": "Галета [Яшкино]",
        "Calories": "370 кКал",
        "Proteins": "10 г",
        "Fats": "5,5 г",
        "Urglevodi": "69 г"
    },
    {
        "Title": "Глазированные Хрустящие Вафли [Яшкино]",
        "Calories": "540 кКал",
        "Proteins": "5,5 г",
        "Fats": "33 г",
        "Urglevodi": "60 г"
    },
    {
        "Title": "Глазированные Хрустящие Вафли с Орешками [Яшкино]",
        "Calories": "530 кКал",
        "Proteins": "6 г",
        "Fats": "32 г",
        "Urglevodi": "55 г"
    },
    {
        "Title": "Глазированный Вафельный Торт [Яшкино]",
        "Calories": "530 кКал",
        "Proteins": "6,3 г",
        "Fats": "32 г",
        "Urglevodi": "55 г"
    },
    {
        "Title": "Глазированный Вафельный Торт Ореховый [Яшкино]",
        "Calories": "540 кКал",
        "Proteins": "6 г",
        "Fats": "32 г",
        "Urglevodi": "56 г"
    },
    {
        "Title": "Горький Шоколад с Кусочками Какао-Бобов [Яшкино]",
        "Calories": "560 кКал",
        "Proteins": "8 г",
        "Fats": "48 г",
        "Urglevodi": "25 г"
    },
    {
        "Title": "Грановская Кунжутка [Яшкино]",
        "Calories": "547 кКал",
        "Proteins": "11 г",
        "Fats": "34 г",
        "Urglevodi": "49,2 г"
    },
    {
        "Title": "Дивная Даренка [Яшкино]",
        "Calories": "530 кКал",
        "Proteins": "4,5 г",
        "Fats": "32 г",
        "Urglevodi": "57 г"
    },
    {
        "Title": "Драже Арахис в Молочной Шоколадной Глазури [Яшкино]",
        "Calories": "490 кКал",
        "Proteins": "11 г",
        "Fats": "27 г",
        "Urglevodi": "53 г"
    },
    {
        "Title": "Жевательные Конфеты \"Нота Бум\" [Яшкино]",
        "Calories": "420 кКал",
        "Proteins": "5,3 г",
        "Fats": "13,1 г",
        "Urglevodi": "82 г"
    },
    {
        "Title": "Жевательный Мармелад [Яшкино]",
        "Calories": "310 кКал",
        "Proteins": "2 г",
        "Fats": "0 г",
        "Urglevodi": "76 г"
    },
    {
        "Title": "Зебра [Яшкино]",
        "Calories": "490 кКал",
        "Proteins": "7,5 г",
        "Fats": "27 г",
        "Urglevodi": "54 г"
    },
    {
        "Title": "Зебра Мини [Яшкино]",
        "Calories": "430 кКал",
        "Proteins": "6 г",
        "Fats": "23 г",
        "Urglevodi": "52 г"
    },
    {
        "Title": "Зефир в Кондитерской Глазури [Яшкино]",
        "Calories": "380 кКал",
        "Proteins": "2 г",
        "Fats": "10 г",
        "Urglevodi": "71 г"
    },
    {
        "Title": "Зефир в Шоколаде [Яшкино]",
        "Calories": "390 кКал",
        "Proteins": "1,5 г",
        "Fats": "9,5 г",
        "Urglevodi": "74 г"
    },
    {
        "Title": "Зефир Ванильный [Яшкино]",
        "Calories": "330 кКал",
        "Proteins": "1 г",
        "Fats": "0 г",
        "Urglevodi": "76 г"
    },
    {
        "Title": "Зефир Ванильный Belucci [Яшкино]",
        "Calories": "320 кКал",
        "Proteins": "1 г",
        "Fats": "0 г",
        "Urglevodi": "79 г"
    },
    {
        "Title": "Зефир с Малиной [Яшкино]",
        "Calories": "320 кКал",
        "Proteins": "1 г",
        "Fats": "0 г",
        "Urglevodi": "79 г"
    },
    {
        "Title": "Золотая Рыбка Крекер [Яшкино]",
        "Calories": "430 кКал",
        "Proteins": "8,5 г",
        "Fats": "13 г",
        "Urglevodi": "69 г"
    },
    {
        "Title": "Изюм в Сахарной Глазури [Яшкино]",
        "Calories": "330 кКал",
        "Proteins": "0,5 г",
        "Fats": "0,1 г",
        "Urglevodi": "88 г"
    },
    {
        "Title": "Импульс [Яшкино]",
        "Calories": "485 кКал",
        "Proteins": "7,2 г",
        "Fats": "24,3 г",
        "Urglevodi": "59,2 г"
    },
    {
        "Title": "Ирис Нота Бум [Яшкино]",
        "Calories": "411 кКал",
        "Proteins": "3,8 г",
        "Fats": "8,7 г",
        "Urglevodi": "81,9 г"
    },
    {
        "Title": "Ирис с Арахисом [Яшкино]",
        "Calories": "460 кКал",
        "Proteins": "8 г",
        "Fats": "18 г",
        "Urglevodi": "66 г"
    },
    {
        "Title": "Ирис с Шоколадным Вкусом [Яшкино]",
        "Calories": "400 кКал",
        "Proteins": "3 г",
        "Fats": "8,5 г",
        "Urglevodi": "79 г"
    },
    {
        "Title": "Ирис Сливочный [Яшкино]",
        "Calories": "420 кКал",
        "Proteins": "2,1 г",
        "Fats": "8,5 г",
        "Urglevodi": "84 г"
    },
    {
        "Title": "Ирис Тираженный с Арахисом [Яшкино]",
        "Calories": "460 кКал",
        "Proteins": "8 г",
        "Fats": "18 г",
        "Urglevodi": "66 г"
    },
    {
        "Title": "Итальянский Кекс [Яшкино]",
        "Calories": "380 кКал",
        "Proteins": "5,5 г",
        "Fats": "18 г",
        "Urglevodi": "49 г"
    },
    {
        "Title": "Итальянский Кекс с Вишневым Джемом и Шоколадным Кремом [Яшкино]",
        "Calories": "390 кКал",
        "Proteins": "5,5 г",
        "Fats": "19 г",
        "Urglevodi": "50 г"
    },
    {
        "Title": "Итальянский Круассан с Шоколадным Кремом [Яшкино]",
        "Calories": "420 кКал",
        "Proteins": "6,5 г",
        "Fats": "21 г",
        "Urglevodi": "50 г"
    },
    {
        "Title": "Итальянский Круассан со Сливочным Кремом [Яшкино]",
        "Calories": "180 кКал",
        "Proteins": "3 г",
        "Fats": "9 г",
        "Urglevodi": "22 г"
    },
    {
        "Title": "Карамель в Глазури Дворянка [Яшкино]",
        "Calories": "400 кКал",
        "Proteins": "3,5 г",
        "Fats": "5 г",
        "Urglevodi": "86 г"
    },
    {
        "Title": "Карамельный Шоколад [Яшкино]",
        "Calories": "570 кКал",
        "Proteins": "9 г",
        "Fats": "36 г",
        "Urglevodi": "53 г"
    },
    {
        "Title": "Классический Крекер [Яшкино]",
        "Calories": "480 кКал",
        "Proteins": "9 г",
        "Fats": "19 г",
        "Urglevodi": "65 г"
    },
    {
        "Title": "Конфета Белуччи [Яшкино]",
        "Calories": "440 кКал",
        "Proteins": "1,5 г",
        "Fats": "21 г",
        "Urglevodi": "60 г"
    },
    {
        "Title": "Конфета Итальяна [Яшкино]",
        "Calories": "413 кКал",
        "Proteins": "2,9 г",
        "Fats": "12,6 г",
        "Urglevodi": "73,3 г"
    },
    {
        "Title": "Конфета Крокант с Миндалем [Яшкино]",
        "Calories": "396 кКал",
        "Proteins": "5,6 г",
        "Fats": "38,1 г",
        "Urglevodi": "48,9 г"
    },
    {
        "Title": "Конфета Мексикана [Яшкино]",
        "Calories": "510 кКал",
        "Proteins": "4,4 г",
        "Fats": "29,9 г",
        "Urglevodi": "55,8 г"
    },
    {
        "Title": "Конфета Ярче [Яшкино]",
        "Calories": "533 кКал",
        "Proteins": "6,7 г",
        "Fats": "30,3 г",
        "Urglevodi": "58,5 г"
    },
    {
        "Title": "Конфета Яшкинская Картошка [Яшкино]",
        "Calories": "533 кКал",
        "Proteins": "7,8 г",
        "Fats": "12,5 г",
        "Urglevodi": "53,7 г"
    },
    {
        "Title": "Конфеты \"Загорская Сливочная\" [Яшкино]",
        "Calories": "320 кКал",
        "Proteins": "2 г",
        "Fats": "3,5 г",
        "Urglevodi": "68 г"
    },
    {
        "Title": "Конфеты \"Чио Рио\" [Яшкино]",
        "Calories": "315 кКал",
        "Proteins": "2 г",
        "Fats": "19,2 г",
        "Urglevodi": "33,6 г"
    },
    {
        "Title": "Конфеты Belucci [Яшкино]",
        "Calories": "430 кКал",
        "Proteins": "1,5 г",
        "Fats": "20 г",
        "Urglevodi": "61 г"
    },
    {
        "Title": "Конфеты Elle с Шоколадно-Ореховой Начинкой [Яшкино]",
        "Calories": "530 кКал",
        "Proteins": "4,5 г",
        "Fats": "28 г",
        "Urglevodi": "65 г"
    },
    {
        "Title": "Конфеты Glaze [Яшкино]",
        "Calories": "383 кКал",
        "Proteins": "2,2 г",
        "Fats": "7,7 г",
        "Urglevodi": "76 г"
    },
    {
        "Title": "Конфеты Белая Черемуха [Яшкино]",
        "Calories": "380 кКал",
        "Proteins": "2,5 г",
        "Fats": "14,2 г",
        "Urglevodi": "63,8 г"
    },
    {
        "Title": "Конфеты Бон Тайм [Яшкино]",
        "Calories": "438 кКал",
        "Proteins": "2,4 г",
        "Fats": "15,4 г",
        "Urglevodi": "38,6 г"
    },
    {
        "Title": "Конфеты Версаль [Яшкино]",
        "Calories": "410 кКал",
        "Proteins": "2,5 г",
        "Fats": "11 г",
        "Urglevodi": "77 г"
    },
    {
        "Title": "Конфеты Глэйс [Яшкино]",
        "Calories": "410 кКал",
        "Proteins": "2 г",
        "Fats": "12 г",
        "Urglevodi": "73 г"
    },
    {
        "Title": "Конфеты Желейные Эки-Боки [Яшкино]",
        "Calories": "310 кКал",
        "Proteins": "2 г",
        "Fats": "0 г",
        "Urglevodi": "76 г"
    },
    {
        "Title": "Конфеты Крокант [Яшкино]",
        "Calories": "396 кКал",
        "Proteins": "5,6 г",
        "Fats": "38,1 г",
        "Urglevodi": "48,9 г"
    },
    {
        "Title": "Конфеты Нильс [Яшкино]",
        "Calories": "392 кКал",
        "Proteins": "0 г",
        "Fats": "0,1 г",
        "Urglevodi": "96,2 г"
    },
    {
        "Title": "Конфеты Фэнси [Яшкино]",
        "Calories": "320 кКал",
        "Proteins": "0,9 г",
        "Fats": "7,4 г",
        "Urglevodi": "71,3 г"
    },
    {
        "Title": "Конфеты Ярче [Яшкино]",
        "Calories": "478 кКал",
        "Proteins": "10,3 г",
        "Fats": "24,4 г",
        "Urglevodi": "53 г"
    },
    {
        "Title": "Конфеты Яшкинская Картошка [Яшкино]",
        "Calories": "486 кКал",
        "Proteins": "5,4 г",
        "Fats": "29,6 г",
        "Urglevodi": "49,7 г"
    },
    {
        "Title": "Крекер \"Золотая Рыбка\" [Яшкино]",
        "Calories": "440 кКал",
        "Proteins": "9 г",
        "Fats": "14 г",
        "Urglevodi": "71 г"
    },
    {
        "Title": "Крекер Визит Нежности [Яшкино]",
        "Calories": "460 кКал",
        "Proteins": "8 г",
        "Fats": "20 г",
        "Urglevodi": "62 г"
    },
    {
        "Title": "Крекер Поляна Сказок [Яшкино]",
        "Calories": "470 кКал",
        "Proteins": "7,5 г",
        "Fats": "21 г",
        "Urglevodi": "62 г"
    },
    {
        "Title": "Крекер с Кунжутом [Яшкино]",
        "Calories": "510 кКал",
        "Proteins": "8,5 г",
        "Fats": "24 г",
        "Urglevodi": "66 г"
    },
    {
        "Title": "Крекер с Солью [Яшкино]",
        "Calories": "450 кКал",
        "Proteins": "9 г",
        "Fats": "15 г",
        "Urglevodi": "67 г"
    },
    {
        "Title": "Крекер с Сыром [Яшкино]",
        "Calories": "480 кКал",
        "Proteins": "9 г",
        "Fats": "21 г",
        "Urglevodi": "62 г"
    },
    {
        "Title": "Крекер с Томатом и Базиликом [Яшкино]",
        "Calories": "460 кКал",
        "Proteins": "9 г",
        "Fats": "18 г",
        "Urglevodi": "63 г"
    },
    {
        "Title": "Крекер со Злаками [Яшкино]",
        "Calories": "440 кКал",
        "Proteins": "9,5 г",
        "Fats": "19 г",
        "Urglevodi": "61 г"
    },
    {
        "Title": "Крекер Французский [Яшкино]",
        "Calories": "490 кКал",
        "Proteins": "8 г",
        "Fats": "23 г",
        "Urglevodi": "62 г"
    },
    {
        "Title": "Крекер Французский с Кунжутом [Яшкино]",
        "Calories": "510 кКал",
        "Proteins": "8,5 г",
        "Fats": "24 г",
        "Urglevodi": "66 г"
    },
    {
        "Title": "Крендельки Бретцель с Солью [Яшкино]",
        "Calories": "410 кКал",
        "Proteins": "9,5 г",
        "Fats": "11 г",
        "Urglevodi": "69 г"
    },
    {
        "Title": "Крендельки с Солью [Яшкино]",
        "Calories": "410 кКал",
        "Proteins": "9,5 г",
        "Fats": "11 г",
        "Urglevodi": "69 г"
    },
    {
        "Title": "Крокант [Яшкино]",
        "Calories": "560 кКал",
        "Proteins": "6,5 г",
        "Fats": "37,7 г",
        "Urglevodi": "49,7 г"
    },
    {
        "Title": "Крокант с Миндалем [Яшкино]",
        "Calories": "556 кКал",
        "Proteins": "6,6 г",
        "Fats": "37,1 г",
        "Urglevodi": "49,7 г"
    },
    {
        "Title": "Круасан [Яшкино]",
        "Calories": "180 кКал",
        "Proteins": "3 г",
        "Fats": "9 г",
        "Urglevodi": "22 г"
    },
    {
        "Title": "Круассан с Вареной Сгущенкой [Яшкино]",
        "Calories": "410 кКал",
        "Proteins": "6 г",
        "Fats": "20 г",
        "Urglevodi": "49 г"
    },
    {
        "Title": "Круассан с Вишнёвым Джемом [Яшкино]",
        "Calories": "400 кКал",
        "Proteins": "5 г",
        "Fats": "17 г",
        "Urglevodi": "54 г"
    },
    {
        "Title": "Круассан с Шоколадным Кремом [Яшкино]",
        "Calories": "440 кКал",
        "Proteins": "7 г",
        "Fats": "22 г",
        "Urglevodi": "53 г"
    },
    {
        "Title": "Круассан со Сливочным Кремом [Яшкино]",
        "Calories": "410 кКал",
        "Proteins": "6 г",
        "Fats": "20 г",
        "Urglevodi": "50 г"
    },
    {
        "Title": "Леденцы с Соком [Яшкино]",
        "Calories": "362 кКал",
        "Proteins": "0 г",
        "Fats": "0 г",
        "Urglevodi": "96 г"
    },
    {
        "Title": "Мармелад Сердечки [Яшкино]",
        "Calories": "290 кКал",
        "Proteins": "0,5 г",
        "Fats": "0 г",
        "Urglevodi": "71 г"
    },
    {
        "Title": "Мармелад Фруктовый Микс [Яшкино]",
        "Calories": "310 кКал",
        "Proteins": "2 г",
        "Fats": "0 г",
        "Urglevodi": "76 г"
    },
    {
        "Title": "Мармелад Эки-Боки [Яшкино]",
        "Calories": "310 кКал",
        "Proteins": "2 г",
        "Fats": "0 г",
        "Urglevodi": "76 г"
    },
    {
        "Title": "Мини Батончик Зебра-Мини [Яшкино]",
        "Calories": "470 кКал",
        "Proteins": "6,5 г",
        "Fats": "24 г",
        "Urglevodi": "58 г"
    },
    {
        "Title": "Мини Круассаны [Яшкино]",
        "Calories": "428 кКал",
        "Proteins": "5,2 г",
        "Fats": "20,4 г",
        "Urglevodi": "52,4 г"
    },
    {
        "Title": "Мини Круассаны с Вареной Сгущенкой [Яшкино]",
        "Calories": "430 кКал",
        "Proteins": "6,5 г",
        "Fats": "22 г",
        "Urglevodi": "51 г"
    },
    {
        "Title": "Мини Круассаны с Клубничным Джемом [Яшкино]",
        "Calories": "410 кКал",
        "Proteins": "5,5 г",
        "Fats": "17 г",
        "Urglevodi": "59 г"
    },
    {
        "Title": "Мини Круассаны с Шоколадным Кремом [Яшкино]",
        "Calories": "430 кКал",
        "Proteins": "7 г",
        "Fats": "22 г",
        "Urglevodi": "53 г"
    },
    {
        "Title": "Мини Круассаны с Шоколадом [Яшкино]",
        "Calories": "440 кКал",
        "Proteins": "7 г",
        "Fats": "22 г",
        "Urglevodi": "53 г"
    },
    {
        "Title": "Мини Круассаны со Сливочным Кремом [Яшкино]",
        "Calories": "430 кКал",
        "Proteins": "6,5 г",
        "Fats": "21 г",
        "Urglevodi": "54 г"
    },
    {
        "Title": "Мини-Рулет [Яшкино]",
        "Calories": "126 кКал",
        "Proteins": "1,8 г",
        "Fats": "4,6 г",
        "Urglevodi": "19,6 г"
    },
    {
        "Title": "Мини-Рулет Клубничный [Яшкино]",
        "Calories": "390 кКал",
        "Proteins": "5 г",
        "Fats": "15 г",
        "Urglevodi": "59 г"
    },
    {
        "Title": "Мини-Рулет с Варёной Сгущёнкой [Яшкино]",
        "Calories": "370 кКал",
        "Proteins": "5 г",
        "Fats": "14 г",
        "Urglevodi": "57 г"
    },
    {
        "Title": "Мини-Рулет с Варёной Сгущёнкой [Яшкино]",
        "Calories": "370 кКал",
        "Proteins": "5 г",
        "Fats": "14 г",
        "Urglevodi": "57 г"
    },
    {
        "Title": "Молочный Шоколад [Яшкино]",
        "Calories": "530 кКал",
        "Proteins": "5 г",
        "Fats": "30 г",
        "Urglevodi": "59 г"
    },
    {
        "Title": "Молочный Шоколад Клубника и Йогурт [Яшкино]",
        "Calories": "570 кКал",
        "Proteins": "5 г",
        "Fats": "38 г",
        "Urglevodi": "51 г"
    },
    {
        "Title": "Молочный Шоколад Кокосовый Мусс [Яшкино]",
        "Calories": "570 кКал",
        "Proteins": "4,5 г",
        "Fats": "36 г",
        "Urglevodi": "56 г"
    },
    {
        "Title": "Молочный Шоколад Ореховый Мусс [Яшкино]",
        "Calories": "570 кКал",
        "Proteins": "4 г",
        "Fats": "38 г",
        "Urglevodi": "53 г"
    },
    {
        "Title": "Молочный Шоколад с Ананасом [Яшкино]",
        "Calories": "505 кКал",
        "Proteins": "4,5 г",
        "Fats": "26 г",
        "Urglevodi": "63 г"
    },
    {
        "Title": "Молочный Шоколад с Арахисом [Яшкино]",
        "Calories": "560 кКал",
        "Proteins": "11 г",
        "Fats": "37 г",
        "Urglevodi": "45 г"
    },
    {
        "Title": "Молочный Шоколад с Бисквитными Шариками [Яшкино]",
        "Calories": "510 кКал",
        "Proteins": "5,5 г",
        "Fats": "27 г",
        "Urglevodi": "61 г"
    },
    {
        "Title": "Молочный Шоколад с Грушей [Яшкино]",
        "Calories": "380 кКал",
        "Proteins": "2,5 г",
        "Fats": "15 г",
        "Urglevodi": "58 г"
    },
    {
        "Title": "Молочный Шоколад с Дробленым Фундуком [Яшкино]",
        "Calories": "545 кКал",
        "Proteins": "6,5 г",
        "Fats": "33 г",
        "Urglevodi": "55 г"
    },
    {
        "Title": "Молочный Шоколад с Дробленым Фундуком и Изюмом [Яшкино]",
        "Calories": "525 кКал",
        "Proteins": "6 г",
        "Fats": "31 г",
        "Urglevodi": "55 г"
    },
    {
        "Title": "Молочный Шоколад с Изюмом и Арахисом [Яшкино]",
        "Calories": "520 кКал",
        "Proteins": "8,5 г",
        "Fats": "30 г",
        "Urglevodi": "54 г"
    },
    {
        "Title": "Молочный Шоколад с Карамелизированным Дробленым Фундуком [Яшкино]",
        "Calories": "554 кКал",
        "Proteins": "6,2 г",
        "Fats": "35,6 г",
        "Urglevodi": "52,3 г"
    },
    {
        "Title": "Молочный Шоколад с Карамельной Начинкой [Яшкино]",
        "Calories": "560 кКал",
        "Proteins": "5,5 г",
        "Fats": "34 г",
        "Urglevodi": "57 г"
    },
    {
        "Title": "Молочный Шоколад с Кокосовой Начинкой [Яшкино]",
        "Calories": "570 кКал",
        "Proteins": "4,5 г",
        "Fats": "36 г",
        "Urglevodi": "56 г"
    },
    {
        "Title": "Молочный Шоколад с Крекером Рыбки [Яшкино]",
        "Calories": "515 кКал",
        "Proteins": "5,5 г",
        "Fats": "28 г",
        "Urglevodi": "60 г"
    },
    {
        "Title": "Молочный Шоколад с Начинкой Груша [Яшкино]",
        "Calories": "420 кКал",
        "Proteins": "3 г",
        "Fats": "17 г",
        "Urglevodi": "64 г"
    },
    {
        "Title": "Молочный Шоколад с Начинкой Карамель [Яшкино]",
        "Calories": "560 кКал",
        "Proteins": "5,5 г",
        "Fats": "34 г",
        "Urglevodi": "57 г"
    },
    {
        "Title": "Молочный Шоколад с Цельным Фундуком [Яшкино]",
        "Calories": "570 кКал",
        "Proteins": "8 г",
        "Fats": "39 г",
        "Urglevodi": "47 г"
    },
    {
        "Title": "Молочный Шоколад с Черносливом и Кукурузными Хлопьями [Яшкино]",
        "Calories": "570 кКал",
        "Proteins": "6 г",
        "Fats": "37 г",
        "Urglevodi": "53 г"
    },
    {
        "Title": "Молочный Шоколад с Шоколадно-Банановой Начинкой [Яшкино]",
        "Calories": "560 кКал",
        "Proteins": "3,5 г",
        "Fats": "35 г",
        "Urglevodi": "57 г"
    },
    {
        "Title": "Мука Цельнозерновая [Яшкино]",
        "Calories": "312 кКал",
        "Proteins": "11,5 г",
        "Fats": "2,2 г",
        "Urglevodi": "61,5 г"
    },
    {
        "Title": "Мягкие Вафли [Яшкино]",
        "Calories": "500 кКал",
        "Proteins": "7 г",
        "Fats": "31 г",
        "Urglevodi": "45 г"
    },
    {
        "Title": "Мягкие Вафли с Вареной Сгущенкой [Яшкино]",
        "Calories": "430 кКал",
        "Proteins": "6 г",
        "Fats": "22 г",
        "Urglevodi": "49 г"
    },
    {
